metric_code,record_scope,kind,slot,logical_type,width_bytes,applicability,state_semantics,storage_action,occurrence_formula,aggregate_rule,failure_semantics,status
rel.family.false_promotion_check_count,family_aggregate,reliability,family_extension,U32,typed_family_extension,VALUE_only_if_every_final_truth_classification_is_resolved;NOT_REACHED_if_any_required_classification_is_unavailable;never_count_a_survivor_subset,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,all_final_truth_classified_null_or_boundary_members_including_exact_threshold_equality,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.planning_power_check_count,family_aggregate,reliability,family_extension,U32,typed_family_extension,VALUE_as_required_manifest_count_4416;static_failure_records_do_not_delete_members,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,all_4416_manifest_planning_members_or_static_failure_records,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.axis_minimum,family_aggregate,reliability,family_extension,F64[15],typed_family_extension,VALUE_only_if_all_4416_planning_lower_limits_are_VALUE;otherwise_NOT_REACHED;never_minimize_over_survivors,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,fifteen_axis_minima,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.axis_argmin,family_aggregate,reliability,family_extension,U32[15],typed_family_extension,same_reachability_as_axis_minimum;canonical_tie_break_only_after_all_4416_values_exist,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,canonical_cell_indices,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.union_failure_sum,family_aggregate,reliability,family_extension,F64,typed_family_extension,VALUE_only_if_all_15_axis_minima_are_VALUE;otherwise_NOT_REACHED,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,sum_g(1-L_g_min),outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.complete_member_count,family_aggregate,reliability,family_extension,U32,typed_family_extension,VALUE_after_family_audit_closure_even_when_less_than_10847,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,candidates_with_static_pass_and_exact_R_outer_accounting_complete,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.failed_member_inventory,family_aggregate,reliability,family_extension,U32[],typed_family_extension,VALUE_after_family_audit_closure;contains_only_conclusive_schema_integrity_static_or_required_criterion_failures,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,unique_canonical_cell_indices_for_conclusive_schema_integrity_static_or_failed_required_coverage_applicable_false_promotion_or_planning_criterion,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.infrastructure_missing_member_inventory,family_aggregate,reliability,family_extension,U32[],typed_family_extension,VALUE_after_family_audit_closure;contains_only_no_conclusive_failure_candidates_with_infrastructure_missingness_and_is_disjoint_from_failed_member_inventory,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,unique_candidates_with_no_conclusive_failure_but_infrastructure_incomplete_or_missing_required_records;disjoint_from_failed_inventory,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.family_decision,family_aggregate,reliability,family_extension,ENUM8,typed_family_extension,VALUE_after_family_audit_closure_with_ENUM_PASS_FAIL_or_INCOMPLETE;never_NOT_REACHED_once_closure_is_evaluated,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,PASS_iff_common_cp95_half_width_pass=true_and_all_10847_static_preconditions_and_R_outer_accounting_complete_and_all_10847_coverage_checks_pass_and_every_applicable_false_promotion_check_passes_and_all_4416_planning_members_present_and_sum_15_axis_failure_minima<=0.10;precedence_FAIL_if_common_cp95_half_width_pass=false_or_any_conclusive_static_or_scientific_criterion_failure_even_with_other_infrastructure_missingness_else_INCOMPLETE_if_common_conformance_missing_or_any_infrastructure_missingness_else_PASS,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
mv.cell.admissible_mean_lower,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_polarities;numerical_domain_endpoint_rule_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_open_admissible_domain_endpoint_or_interior_margin_rule_is_owner_frozen_or_if_that_polarity_stage_is_not_entered;VALUE_if_the_approved_bound_is_finitely_determined;SCIENTIFIC_UNDEFINED_if_attempted_bound_is_invalid_or_nonfinite,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.admissible_mean_upper,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_polarities;numerical_domain_endpoint_rule_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_open_admissible_domain_endpoint_or_interior_margin_rule_is_owner_frozen_or_if_that_polarity_stage_is_not_entered;VALUE_if_the_approved_bound_is_finitely_determined;SCIENTIFIC_UNDEFINED_if_attempted_bound_is_invalid_or_nonfinite,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.positive_beta_shape_bound,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,beta_candidates_only;positive_shape_margin_rule_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;INAPPLICABLE_for_two_point_candidate;for_beta_candidate_NOT_REACHED_until_a_strictly_positive_shape_margin_rule_is_owner_frozen_or_if_that_polarity_stage_is_not_entered;VALUE_if_the_approved_bound_is_finite_and_positive;SCIENTIFIC_UNDEFINED_if_attempted_but_invalid_or_nonfinite,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.calibration_trace_digest,cell_static_extension,mv1,extension,BYTES32[2],65_including_64_payload+1_element_state_mask;record_framing_unresolved,trace_depth_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;VALUE_only_after_that_attempted_polarity_has_one_owner_frozen_canonical_whole_trace_transcript_and_digest;NOT_REACHED_if_polarity_not_entered_or_trace_domain_not_frozen;never_substitute_zero_digest,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.monotonicity_max_decrease,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_polarities;numerical_domain_and_inner_alpha_solution_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_numerical_domain_and_inner_alpha_solution_rules_are_owner_frozen_or_if_the_scan_does_not_complete;VALUE_if_that_polarity_full_scan_completes_with_finite_fixed_order_diagnostic_even_when_tolerance_fails;SCIENTIFIC_UNDEFINED_if_reached_output_is_invalid_or_nonfinite;max_decrease_is_raw_D=max_i(q_i-q_i_plus_1)_without_zero_clamping;argmax_is_zero_based_preceding_scan_point_index_i_in_0_to_999_and_smallest_i_breaks_ties_even_when_all_differences_are_nonpositive,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.monotonicity_argmax,cell_static_extension,mv1,extension,U32[2],9_including_8_payload+1_element_state_mask;record_framing_unresolved,two_polarities;numerical_domain_and_inner_alpha_solution_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_numerical_domain_and_inner_alpha_solution_rules_are_owner_frozen_or_if_the_scan_does_not_complete;VALUE_if_that_polarity_full_scan_completes_with_finite_fixed_order_diagnostic_even_when_tolerance_fails;SCIENTIFIC_UNDEFINED_if_reached_output_is_invalid_or_nonfinite;max_decrease_is_raw_D=max_i(q_i-q_i_plus_1)_without_zero_clamping;argmax_is_zero_based_preceding_scan_point_index_i_in_0_to_999_and_smallest_i_breaks_ties_even_when_all_differences_are_nonpositive,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.mu_y,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_polarities;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_inner_alpha_and_post_80_outer_midpoint_final_candidate_selection_rules_are_owner_frozen_or_if_the_solve_is_not_reached;VALUE_if_the_selected_cached_mu_and_paired_inner_solve_alpha_are_finite_even_when_later_validation_fails;SCIENTIFIC_UNDEFINED_if_selection_is_attempted_without_a_finite_pair,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.alpha_y,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_polarities;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_the_inner_alpha_and_post_80_outer_midpoint_final_candidate_selection_rules_are_owner_frozen_or_if_the_solve_is_not_reached;VALUE_if_the_selected_cached_mu_and_paired_inner_solve_alpha_are_finite_even_when_later_validation_fails;SCIENTIFIC_UNDEFINED_if_selection_is_attempted_without_a_finite_pair,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.beta_shape_parameters,cell_static_extension,mv1,extension,F64[4],33_including_32_payload+1_element_state_mask;record_framing_unresolved,beta_candidates_only;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked,"2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_element_in_present_alpha,present_beta,absent_alpha,absent_beta_order;INAPPLICABLE_for_two_point_candidate;within_each_beta_polarity_both_shape_elements_are_NOT_REACHED_until_the_inner_alpha_and_final_outer_solution_selection_rules_are_owner_frozen_or_if_the_solve_is_not_reached;VALUE_if_constructed_finite_and_strictly_positive;SCIENTIFIC_UNDEFINED_if_attempted_but_invalid_or_nonfinite",persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.two_point_mixing_probability,cell_static_extension,mv1,extension,F64[2],17_including_16_payload+1_element_state_mask;record_framing_unresolved,two_point_candidates_only;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;INAPPLICABLE_for_beta_candidate;for_two_point_candidate_NOT_REACHED_until_the_inner_alpha_and_final_outer_solution_selection_rules_are_owner_frozen_or_if_the_solve_is_not_reached;VALUE_if_constructed_finite_and_in_unit_interval;SCIENTIFIC_UNDEFINED_if_attempted_but_invalid_or_nonfinite,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.candidate_yield_q_residuals,cell_static_extension,mv1,extension,F64[4],33_including_32_payload+1_element_state_mask;record_framing_unresolved,"order=present_yield,present_q,absent_yield,absent_q;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked","2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_element_in_present_yield,present_q,absent_yield,absent_q_order;signed_yield_residual=estimated_P(E=1_given_Y)-rho_Y;signed_q_residual=estimated_E(q_observed_given_E=1,Y)-q_Y_target;each_selected_polarity_pair_is_VALUE_if_evaluated_finite_even_when_tolerance_fails;SCIENTIFIC_UNDEFINED_per_evaluated_nonfinite_element;NOT_REACHED_until_the_inner_alpha_and_final_outer_solution_selection_rules_are_owner_frozen_or_if_that_polarity_candidate_solution_or_residual_stage_is_not_reached",persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.validation_yield_q_residuals,cell_static_extension,mv1,extension,F64[4],33_including_32_payload+1_element_state_mask;record_framing_unresolved,"order=present_yield,present_q,absent_yield,absent_q;inner_alpha_and_final_outer_solution_selection_rules_owner_blocked","2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_element_in_present_yield,present_q,absent_yield,absent_q_order;signed_yield_residual=validation_estimated_P(E=1_given_Y)-rho_Y;signed_q_residual=validation_estimated_E(q_observed_given_E=1,Y)-q_Y_target;each_polarity_pair_is_VALUE_if_validation_evaluates_finite_even_when_either_absolute_residual_exceeds_0.0005;SCIENTIFIC_UNDEFINED_per_evaluated_nonfinite_element;NOT_REACHED_until_the_inner_alpha_and_final_outer_solution_selection_rules_are_owner_frozen_or_if_that_polarity_validation_stage_is_not_entered",persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.calibration_bracket_state,cell_static_extension,mv1,extension,ENUM8[2],3_including_2_payload+1_element_state_mask;record_framing_unresolved,two_polarities;inner_and_outer_bracket_predicate_and_midpoint_equality_rules_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;NOT_REACHED_until_inner_and_outer_bracket_predicates_and_midpoint_zero_equality_updates_are_owner_frozen_or_if_that_polarity_is_not_entered_or_no_conclusive_scientific_bracket_result_commits;VALUE_ENUM_pass_iff_every_required_reached_inner_alpha_bracket_and_the_outer_q_bracket_pass_else_fail_on_the_first_reached_required_bracket_failure;later_nonbracket_failure_does_not_erase_the_bracket_result;never_erase_first_polarity_when_second_is_not_reached,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.validation_digest,cell_static_extension,mv1,extension,BYTES32[2],65_including_64_payload+1_element_state_mask;record_framing_unresolved,validation_digest_domain_and_encoding_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_polarity_in_present_absent_order;VALUE_only_after_that_polarity_validation_runs_and_one_owner_frozen_canonical_validation_transcript_is_digested;NOT_REACHED_if_validation_not_entered_or_digest_domain_not_frozen;never_substitute_zero_digest,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.calibration_status,cell_static_extension,mv1,extension,ENUM16,3_including_2_payload+1_element_state_mask;record_framing_unresolved,every_mv_candidate,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_scalar_2bit_state;VALUE_ENUM_after_cell_calibration_audit_including_pass_first_failure_or_infrastructure_incomplete;component_states_remain_independent,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,freeze_candidate
mv.cell.truth_bal_present_absent,cell_static_extension,mv1,extension,F64[3],25_including_24_payload+1_element_state_mask;record_framing_unresolved,truth_definition_owner_blocked,"2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_independent_2bit_state_per_element_in_balanced,present,absent_order;NOT_REACHED_until_truth_definition_is_owner_frozen;under_target_truth_choice_each_finite_manifest_target_is_VALUE_after_identity_even_if_calibration_or_validation_fails;under_validated_truth_choice_each_component_is_NOT_REACHED_if_its_required_validation_is_not_reached;VALUE_if_selected_finite;SCIENTIFIC_UNDEFINED_if_selected_invalid_or_nonfinite;one_component_failure_does_not_erase_the_others",persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.assignment_digest,cell_static_extension,mv1,extension,BYTES32,33_including_32_payload+1_element_state_mask;record_framing_unresolved,abstract_assignment_payload_owner_blocked,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_scalar_2bit_state;VALUE_only_after_owner_frozen_assignment_payload_is_canonically_encoded_and_digested;NOT_REACHED_while_owner_blocked;never_substitute_zero_digest,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,owner_blocked
mv.cell.outer_eligibility,cell_static_extension,mv1,extension,ENUM8,2_including_1_payload+1_element_state_mask;record_framing_unresolved,after_calibration,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_scalar_2bit_state;VALUE_ENUM_eligible_not_eligible_or_infrastructure_incomplete_after_calibration_audit;never_inferred_from_surviving_outputs,persist,finite_but_unresolved_static_extension,calibration_identity_or_outer_eligibility,calibration_failure_stops_outer_stage,freeze_candidate
mv.cell.calibration_control_counts_present,cell_static_extension,mv1,extension,"PACKED40{U32_scan_points,U32_alpha_solves,U32_alpha_bracket_checks,U32_alpha_midpoint_controls,U32_residual_evaluations,U64_candidate_vector_evaluations,U8_outer_q_bracket_checks,U16_outer_midpoints,U32_monotonicity_comparisons,U32_validation_vector_evaluations,U8_validation_passes}",41_including_40_payload+1_field_state_mask;record_framing_unresolved,present_polarity_canonical_committed_calibration_path;VALUE_for_committed_scientific_pass_or_conclusive_scientific_calibration_failure;NOT_REACHED_if_no_committed_result_due_to_infrastructure_interruption_or_exhaustion,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_scalar_2bit_state_for_the_complete_polarity_control_record;VALUE_only_for_the_deterministic_committed_scientific_path_even_if_a_later_scientific_stage_fails;NOT_REACHED_if_polarity_not_entered_or_no_committed_result_exists;discarded_retry_partial_counts_never_enter_this_field,persist,one_per_mv_candidate,ordered_realized_counts;counts_include_zero_after_stage_entry;candidate_and_validation_vectors_separate;no_count_inferred_from_successful_path_upper_bound;counts_exclude_discarded_or_interrupted_execution_attempts_and_are_retry_schedule_invariant,persist_deterministic_counts_on_committed_scientific_calibration_failure;infrastructure_attempt_work_lives_only_in_execution_sidecar_and_resource_ledger;calibration_failure_stops_outer_stage,freeze_candidate
mv.cell.calibration_control_counts_absent,cell_static_extension,mv1,extension,"PACKED40{U32_scan_points,U32_alpha_solves,U32_alpha_bracket_checks,U32_alpha_midpoint_controls,U32_residual_evaluations,U64_candidate_vector_evaluations,U8_outer_q_bracket_checks,U16_outer_midpoints,U32_monotonicity_comparisons,U32_validation_vector_evaluations,U8_validation_passes}",41_including_40_payload+1_field_state_mask;record_framing_unresolved,absent_polarity_canonical_committed_calibration_path;VALUE_for_committed_scientific_pass_or_conclusive_scientific_calibration_failure;NOT_REACHED_if_no_committed_result_due_to_infrastructure_interruption_or_exhaustion,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE_payload=canonical_zero;NaN_prohibited_as_state;one_scalar_2bit_state_for_the_complete_polarity_control_record;VALUE_only_for_the_deterministic_committed_scientific_path_even_if_a_later_scientific_stage_fails;NOT_REACHED_if_polarity_not_entered_or_no_committed_result_exists;discarded_retry_partial_counts_never_enter_this_field,persist,one_per_mv_candidate,ordered_realized_counts;counts_include_zero_after_stage_entry;candidate_and_validation_vectors_separate;no_count_inferred_from_successful_path_upper_bound;counts_exclude_discarded_or_interrupted_execution_attempts_and_are_retry_schedule_invariant,persist_deterministic_counts_on_committed_scientific_calibration_failure;infrastructure_attempt_work_lives_only_in_execution_sidecar_and_resource_ledger;calibration_failure_stops_outer_stage,freeze_candidate
mv.outer.n_present,outer_core,mv1,0,U64,8,outer_DGP_reached;count_is_VALUE_even_below_108,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.n_absent,outer_core,mv1,1,U64,8,outer_DGP_reached;count_is_VALUE_even_below_108,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.qhat_bal,outer_core,mv1,2,F64,8,outer_DGP_reached;VALUE_if_both_polarity_means_exist;independent_of_SE,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.qhat_present,outer_core,mv1,3,F64,8,outer_DGP_reached;VALUE_if_n_present>=1;independent_of_SE,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.qhat_absent,outer_core,mv1,4,F64,8,outer_DGP_reached;VALUE_if_n_absent>=1;independent_of_SE,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.se_bal,outer_core,mv1,5,F64,8,qhat_bal_VALUE_and_both_polarity_sample_variances_defined;zero_is_VALUE_but_makes_gate_nonestimable,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.se_present,outer_core,mv1,6,F64,8,qhat_present_VALUE_and_n_present>=2;zero_is_VALUE_but_makes_gate_nonestimable,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.se_absent,outer_core,mv1,7,F64,8,qhat_absent_VALUE_and_n_absent>=2;zero_is_VALUE_but_makes_gate_nonestimable,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
mv.outer.lower_bal,outer_core,mv1,8,F64,8,all_observed_and_9999_resampled_required_SEs_finite_and_positive_and_max_t_critical_VALUE,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_mv_cells(M_c);M_c=0_if_not_outer_eligible_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,fixed_bal_present_absent_or_reader_major_order,field_specific_state_transition_and_primary_failure_precedence_apply,freeze_candidate
